id,name,host_id,price,neighborhood,accommodates,room_type,borough,minimum_nights,maximum_nights,availability_90,beds,review_scores_rating,number_of_reviews,number_of_reviews_ltm,listing_url
121861,"Park Slope Apt:, Spacious 2 bedroom",611716,165,Park Slope,4,Entire home/apt,Brooklyn,2,29,4,2,4.95,23,0,https://www.airbnb.com/rooms/121861
123784,NYC Studio for Rent in Townhouse,617990,101,Harlem,3,Entire home/apt,Manhattan,3,29,25,2,4.7,184,17,https://www.airbnb.com/rooms/123784
126443,"Massive Duplex, 2BR & 2BTH East Village 9+ Guests",627217,349,East Village,9,Entire home/apt,Manhattan,2,28,29,4,4.27,451,46,https://www.airbnb.com/rooms/126443
133025,Midtown cozy convenient,653405,68,Murray Hill,1,Private room,Manhattan,30,60,3,0,4.84,140,9,https://www.airbnb.com/rooms/133025
135393,"Private, spacious room in Brooklyn",663764,55,East Flatbush,2,Private room,Brooklyn,30,90,80,1,4.73,290,0,https://www.airbnb.com/rooms/135393
135465,Garden apartment close to Manhattan,663879,170,Fort Greene,3,Entire home/apt,Brooklyn,3,365,34,1,4.83,110,11,https://www.airbnb.com/rooms/135465
136493,"Historical home w/ exceptional space, light & art",663384,250,Park Slope,5,Entire home/apt,Brooklyn,3,30,1,3,4.93,27,8,https://www.airbnb.com/rooms/136493
139624,"Spacious,Sunny, private one bedroom",680818,60,Crown Heights,2,Entire home/apt,Brooklyn,30,365,16,1,4.35,79,3,https://www.airbnb.com/rooms/139624
140133,Truly Amazing Oasis In The City,622866,249,Williamsburg,4,Entire home/apt,Brooklyn,30,180,11,3,4.92,172,0,https://www.airbnb.com/rooms/140133
140973,East Village Charmer,686147,185,East Village,4,Entire home/apt,Manhattan,30,356,13,3,4.68,78,0,https://www.airbnb.com/rooms/140973
141335,Architect's Brownstone,687361,900,Park Slope,5,Entire home/apt,Brooklyn,1,1125,75,4,4.39,37,2,https://www.airbnb.com/rooms/141335
144087,LUXURY OF THE HORIZON,616825,259,Harlem,6,Entire home/apt,Manhattan,6,365,73,3,4.86,21,1,https://www.airbnb.com/rooms/144087
148259,Garage Studio Designer Loft,716064,250,Williamsburg,6,Entire home/apt,Brooklyn,2,60,39,2,4.87,80,2,https://www.airbnb.com/rooms/148259
148825,Best City Area Columbia U Upper West Side C Park,718349,173,Upper West Side,4,Entire home/apt,Manhattan,3,180,8,2,4.71,228,12,https://www.airbnb.com/rooms/148825
150804,Colorful 2+ Bedroom Apt. on NYC's Lower East Side,726333,250,Lower East Side,5,Entire home/apt,Manhattan,4,1125,3,3,5,29,2,https://www.airbnb.com/rooms/150804
151199,Clean Astoria-Private Home NYC,722320,149,Astoria,3,Entire home/apt,Queens,2,1125,20,2,4.85,464,7,https://www.airbnb.com/rooms/151199
151478,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",216191,87,Williamsburg,2,Private room,Brooklyn,30,1100,38,1,4.86,8,0,https://www.airbnb.com/rooms/151478
152263,Cozy apartment in a brownstone,732535,300,Harlem,8,Entire home/apt,Manhattan,2,21,23,6,4.83,251,22,https://www.airbnb.com/rooms/152263
153780,Private E. Village Townhouse Stay,739499,175,East Village,2,Private room,Manhattan,3,1125,24,1,4.88,188,4,https://www.airbnb.com/rooms/153780
154934,Harlem/Hamilton Heights Cozy Room,745069,75,Harlem,1,Private room,Manhattan,30,90,90,1,4.42,38,0,https://www.airbnb.com/rooms/154934
157673,Large  Loft Style  Studio  Space,757166,66,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,60,1125,1,1,4.44,92,1,https://www.airbnb.com/rooms/157673
158061,Hancock Town House!-Stuyvesant Mews,758441,165,Bedford-Stuyvesant,2,Private room,Brooklyn,30,365,90,1,4.54,27,0,https://www.airbnb.com/rooms/158061
158176,Entire Apt in Heart of Williamsburg,573065,135,Williamsburg,2,Entire home/apt,Brooklyn,30,60,37,1,4.74,140,9,https://www.airbnb.com/rooms/158176
159913,"Chelsea living, 2BR best location",759883,150,Chelsea,2,Private room,Manhattan,30,30,58,2,4.92,27,0,https://www.airbnb.com/rooms/159913
162493,Prime Williamsburg 3 BR with Deck,776490,500,Williamsburg,6,Entire home/apt,Brooklyn,6,60,8,3,4.98,42,3,https://www.airbnb.com/rooms/162493
162508,Beautiful Brooklyn Oasis,776645,130,Crown Heights,2,Entire home/apt,Brooklyn,7,90,29,0,4.21,28,0,https://www.airbnb.com/rooms/162508
163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 5,627217,133,East Village,5,Entire home/apt,Manhattan,2,28,36,4,4.05,358,35,https://www.airbnb.com/rooms/163814
166006,Nice Manhattan Apt Near Central Park and Subway,791287,250,Upper West Side,7,Entire home/apt,Manhattan,31,365,14,3,4.64,189,0,https://www.airbnb.com/rooms/166006
169464,Creative Vintage Loft in S. Williamsburg,806774,85,Williamsburg,4,Entire home/apt,Brooklyn,30,365,7,2,4.64,98,0,https://www.airbnb.com/rooms/169464
170761,"Fort Greene, Brooklyn: Front Bedroom",67778,85,Fort Greene,2,Private room,Brooklyn,2,31,8,1,4.89,71,20,https://www.airbnb.com/rooms/170761
171562,Chelsea studio with balcony & views,60923,215,Chelsea,2,Entire home/apt,Manhattan,30,60,40,2,4.82,20,1,https://www.airbnb.com/rooms/171562
172499,Beautiful UES Family Apartment,823006,250,Upper East Side,4,Entire home/apt,Manhattan,365,365,87,3,4.74,26,0,https://www.airbnb.com/rooms/172499
173151,spacious room,826459,78,Greenpoint,2,Private room,Brooklyn,30,31,62,1,4.81,262,0,https://www.airbnb.com/rooms/173151
174966,Luxury 2Bed/2.5Bath Central Park View,836168,1000,Upper West Side,9,Entire home/apt,Manhattan,30,1125,89,3,4.96,26,0,https://www.airbnb.com/rooms/174966
177606,Spacious Junior One Near NYU Hospital/Reduced $,849492,160,Kips Bay,2,Private room,Manhattan,4,60,64,1,4.75,106,3,https://www.airbnb.com/rooms/177606
179670,High-end doorman bldg in the LES,21475,150,East Village,1,Private room,Manhattan,3,1125,82,1,4.88,116,3,https://www.airbnb.com/rooms/179670
182069,Cozy studio Apartment in Upper East,39260,95,East Harlem,3,Entire home/apt,Manhattan,30,1125,3,1,4.77,117,5,https://www.airbnb.com/rooms/182069
182095,Historic classic central gay Village clean NYU,872805,165,West Village,4,Entire home/apt,Manhattan,30,120,54,2,4.71,67,1,https://www.airbnb.com/rooms/182095
189135,Hell's Kitchen Funky 80s Hideaway!,179020,106,Hell's Kitchen,2,Private room,Manhattan,30,365,78,1,4.68,101,0,https://www.airbnb.com/rooms/189135
189732,Family & Friends in New York City,489400,182,East New York,8,Entire home/apt,Brooklyn,3,29,46,5,4.81,237,31,https://www.airbnb.com/rooms/189732
190267,Large Luxury Upper East Side Studio,918866,179,Upper East Side,2,Entire home/apt,Manhattan,30,350,48,1,4.91,40,0,https://www.airbnb.com/rooms/190267
190974,Beautiful Grdn. Apt. in Park Slope,874471,130,Park Slope,3,Entire home/apt,Brooklyn,3,21,20,2,4.64,219,19,https://www.airbnb.com/rooms/190974
191541,contemporary design in times sq,926539,450,Hell's Kitchen,3,Entire home/apt,Manhattan,30,365,90,1,4.98,55,0,https://www.airbnb.com/rooms/191541
195123,"Cheerful, comfortable room",940724,75,Washington Heights,2,Private room,Manhattan,30,365,90,1,4.6,232,0,https://www.airbnb.com/rooms/195123
195233,Precautions You Didn't Think Of? By Prospect Park!,949221,55,Prospect-Lefferts Gardens,1,Private room,Brooklyn,1,3,66,1,4.71,59,0,https://www.airbnb.com/rooms/195233
195240,Covid Clean since '11!,949221,55,Prospect-Lefferts Gardens,1,Private room,Brooklyn,1,90,67,1,4.65,82,1,https://www.airbnb.com/rooms/195240
195989,"Sunny, Large, Park Slope Bedroom",611716,105,Park Slope,2,Private room,Brooklyn,3,40,32,1,4.93,212,1,https://www.airbnb.com/rooms/195989
197753,Large room in elevator drman bldg,964482,68,Harlem,3,Private room,Manhattan,2,20,1,1,4.73,320,0,https://www.airbnb.com/rooms/197753
197942,"Private, Comfy, Cozy, Brooklyn close to Manhattan",289135,163,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,7,1125,51,2,4.81,232,5,https://www.airbnb.com/rooms/197942
198028,#7 train at your door/ next stop MIDTOWN,965976,50,Ditmars Steinway,2,Shared room,Queens,75,500,87,2,4.87,16,0,https://www.airbnb.com/rooms/198028
201992,Serene Park Slope Garden Apartment,988350,190,Park Slope,4,Entire home/apt,Brooklyn,30,30,62,2,4.84,106,0,https://www.airbnb.com/rooms/201992
204065,St. James Place 1.5-2bdrm 1block to PRATT & Gtrain,51038,298,Clinton Hill,8,Entire home/apt,Brooklyn,2,365,2,5,4.5,67,1,https://www.airbnb.com/rooms/204065
205043,Modern Condo in Midtown,1007558,163,Theater District,4,Private room,Manhattan,1,10,35,1,4.79,475,110,https://www.airbnb.com/rooms/205043
205485,Ideal Brooklyn Brownstone Apartment,1010242,145,Bedford-Stuyvesant,3,Entire home/apt,Brooklyn,3,29,1,1,4.88,135,0,https://www.airbnb.com/rooms/205485
205867,Private Entrance - Private Parking,1012691,120,Williamsburg,3,Entire home/apt,Brooklyn,4,365,0,0,4.7,101,1,https://www.airbnb.com/rooms/205867
206772,Williamsburg Exposed Brick Loft,1017473,190,Williamsburg,2,Entire home/apt,Brooklyn,30,1125,3,1,4.88,41,4,https://www.airbnb.com/rooms/206772
208122,Fantastic Lower East Side Studio,1024248,125,Lower East Side,2,Entire home/apt,Manhattan,30,90,0,1,4.68,34,0,https://www.airbnb.com/rooms/208122
208889,Welcome to Brooklyn! Bed-Stuy,1029021,67,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,30,180,0,2,4.56,55,1,https://www.airbnb.com/rooms/208889
209310,"Subway, City Views, Elevator, Large Private Room",1031148,45,Sunnyside,2,Private room,Queens,75,365,3,2,4.89,285,4,https://www.airbnb.com/rooms/209310
212109,2-bedroom share in heart of Greenwich Village!,666271,80,West Village,1,Private room,Manhattan,30,90,49,2,5,10,0,https://www.airbnb.com/rooms/212109
213330,Master Bedroom - Unbelievably RARE Penthouse Oasis,800223,219,Lower East Side,2,Private room,Manhattan,5,1125,26,1,4.97,30,4,https://www.airbnb.com/rooms/213330
215560,"Sunny, calm room in Victorian home",1112560,80,Bedford-Stuyvesant,2,Private room,Brooklyn,3,365,52,1,4.73,180,6,https://www.airbnb.com/rooms/215560
216080,Spacious & Sunny Safe Haven,17571,175,Fort Greene,2,Private room,Brooklyn,2,1125,60,1,4.88,86,18,https://www.airbnb.com/rooms/216080
218358,Your Haven in the Upper West Side,1129218,60,Harlem,1,Private room,Manhattan,30,365,27,1,4.67,23,1,https://www.airbnb.com/rooms/218358
219922,"Lovely Bdr in Harlem, Manhattan",1139574,90,Harlem,1,Private room,Manhattan,30,30,53,2,4.75,37,0,https://www.airbnb.com/rooms/219922
220946,Newly Reno’d Chic Quiet Exec 1BR,1144415,114,East Village,2,Entire home/apt,Manhattan,30,180,0,1,4.56,154,0,https://www.airbnb.com/rooms/220946
222304,BEST DEAL IN CHELSEA 1 bdrm NYC,1153993,75,Chelsea,2,Entire home/apt,Manhattan,30,31,0,1,4.79,34,0,https://www.airbnb.com/rooms/222304
222913,Cozy two bedroom in L.E.S.,1157620,220,Lower East Side,5,Entire home/apt,Manhattan,30,60,32,2,4.67,223,0,https://www.airbnb.com/rooms/222913
225306,Charming room in Victorian home,1112560,71,Bedford-Stuyvesant,2,Private room,Brooklyn,3,180,31,1,4.83,144,7,https://www.airbnb.com/rooms/225306
225354,charming alcove studio with balcony,1158300,130,Williamsburg,2,Entire home/apt,Brooklyn,30,365,17,1,4.8,11,0,https://www.airbnb.com/rooms/225354
226021,Sunny 2 bdrm W'burg Duplex w/ 3 beds. 5* superhost,815977,226,Williamsburg,5,Entire home/apt,Brooklyn,3,130,32,3,4.92,162,10,https://www.airbnb.com/rooms/226021
227495,Great studio apt near Central Park,959931,110,Upper West Side,2,Entire home/apt,Manhattan,30,365,0,2,4.57,102,1,https://www.airbnb.com/rooms/227495
227715,WONDERFUL/ SLEEP 4 APARTMENT  IN BROOKLYN,209460,150,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,30,365,66,2,4.59,256,1,https://www.airbnb.com/rooms/227715
228317,"Your Haven Awaits At """"Emma's Place""""",1191142,130,Bedford-Stuyvesant,6,Entire home/apt,Brooklyn,30,180,22,2,4.9,90,1,https://www.airbnb.com/rooms/228317
228925,Beautiful Brownstone,1194377,100,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,30,90,62,2,4.57,10,0,https://www.airbnb.com/rooms/228925
230321,Apt with EmpireState view-Subway around the corner,1203500,110,Bedford-Stuyvesant,3,Entire home/apt,Brooklyn,30,60,62,1,4.67,43,1,https://www.airbnb.com/rooms/230321
230877,Monthly Apartment Rental,292204,93,East Harlem,2,Entire home/apt,Manhattan,30,1125,14,1,4.9,115,0,https://www.airbnb.com/rooms/230877
232612,"Lovely pied-à-terre, in an historic building",1217241,110,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,3,28,9,1,4.81,358,25,https://www.airbnb.com/rooms/232612
233189,NYC Studio in Heart of Times Square,1220414,85,Hell's Kitchen,2,Entire home/apt,Manhattan,30,300,0,1,4.55,91,2,https://www.airbnb.com/rooms/233189
233638,rooms for rent in Queens with piano,1012895,55,Ridgewood,2,Private room,Queens,30,1125,71,2,4.74,20,0,https://www.airbnb.com/rooms/233638
234330,Bright + Near Central Park + Columbia University!,148014,79,Harlem,2,Entire home/apt,Manhattan,30,360,3,2,4.12,75,3,https://www.airbnb.com/rooms/234330
235281,Modern Luxury Apt- Lower East Side,1232627,180,Lower East Side,3,Entire home/apt,Manhattan,30,159,12,1,4.88,21,0,https://www.airbnb.com/rooms/235281
235651,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,83257,110,Chelsea,3,Private room,Manhattan,30,1000,89,1,4.88,86,0,https://www.airbnb.com/rooms/235651
235951,Stylish Studio with exclusive Terrace,1236070,150,Midtown,2,Entire home/apt,Manhattan,28,180,0,1,4.68,149,6,https://www.airbnb.com/rooms/235951
235960,"LES private apt, 1 bedroom & more",1236817,99,Lower East Side,3,Entire home/apt,Manhattan,28,365,3,1,4.68,104,3,https://www.airbnb.com/rooms/235960
239733,Astoria Garden Suite,1256874,75,Ditmars Steinway,1,Entire home/apt,Queens,30,60,0,1,4.86,53,0,https://www.airbnb.com/rooms/239733
239883,Private Room in Fort Green BK close to city,136962,101,Fort Greene,2,Private room,Brooklyn,5,30,6,1,4.86,127,1,https://www.airbnb.com/rooms/239883
239899,Spacious & Charming by Prospect Pk,1258363,65,Prospect-Lefferts Gardens,2,Entire home/apt,Brooklyn,30,70,0,0,5,7,1,https://www.airbnb.com/rooms/239899
239934,Designer's 2 BR in the heart of the East Village,737845,340,East Village,4,Entire home/apt,Manhattan,12,28,2,2,4.67,42,0,https://www.airbnb.com/rooms/239934
242643,"Spacious 1br, Sleeps 4 comfortably, dishwasher, TV",1273825,146,Williamsburg,5,Entire home/apt,Brooklyn,2,22,35,1,4.6,40,8,https://www.airbnb.com/rooms/242643
245574,Brooklyn Brownstone apartment,1288460,115,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,3,30,34,2,4.6,212,27,https://www.airbnb.com/rooms/245574
248717,Brownstone comfort + beautiful yard,1269526,65,Park Slope,2,Private room,Brooklyn,30,30,63,1,4.33,14,0,https://www.airbnb.com/rooms/248717
248865,Studio Loft,417504,263,Greenpoint,4,Entire home/apt,Brooklyn,3,300,90,2,4.74,38,0,https://www.airbnb.com/rooms/248865
248871,4 Bedroom-2 Bath West Duplex Townhouse,605463,630,West Village,8,Entire home/apt,Manhattan,7,365,77,4,4.56,154,0,https://www.airbnb.com/rooms/248871
248966,bklyn private bedroom bathroom lux,1304390,71,Bushwick,2,Private room,Brooklyn,30,90,84,1,4.63,43,0,https://www.airbnb.com/rooms/248966
249704,"Sunny, Modern 1 BR in Williamsburg",966806,120,Williamsburg,2,Entire home/apt,Brooklyn,30,365,25,1,4.71,17,3,https://www.airbnb.com/rooms/249704
249867,HANCOCK VERY SMALL ROOM,758441,100,Bedford-Stuyvesant,1,Private room,Brooklyn,30,365,90,1,4.71,7,0,https://www.airbnb.com/rooms/249867
250259,Pre-War Williamsburg Loft,1311398,250,Williamsburg,2,Entire home/apt,Brooklyn,30,360,6,1,5,24,6,https://www.airbnb.com/rooms/250259
250536,The Lenox in Harlem,1313306,125,Harlem,2,Private room,Manhattan,30,365,29,1,5,11,0,https://www.airbnb.com/rooms/250536
251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,140,Upper West Side,1,Private room,Manhattan,2,365,29,1,4.93,126,4,https://www.airbnb.com/rooms/251277
253466,Studio Loft,417504,263,Greenpoint,4,Entire home/apt,Brooklyn,3,365,90,2,4.87,39,1,https://www.airbnb.com/rooms/253466
253471,Studio Loft,417504,263,Greenpoint,4,Entire home/apt,Brooklyn,3,365,90,2,4.74,25,1,https://www.airbnb.com/rooms/253471
253475,Studio Loft,417504,263,Greenpoint,4,Entire home/apt,Brooklyn,3,365,90,0,4.83,70,1,https://www.airbnb.com/rooms/253475
253590,Large 1 Bedroom furnished on UWS,1331850,185,Upper West Side,2,Entire home/apt,Manhattan,2,60,76,1,4.76,22,0,https://www.airbnb.com/rooms/253590
253800,Studio Loft,417504,263,Greenpoint,4,Entire home/apt,Brooklyn,3,180,90,2,4.72,29,1,https://www.airbnb.com/rooms/253800
253803,Studio Loft,417504,263,Greenpoint,4,Entire home/apt,Brooklyn,3,365,90,2,4.86,25,0,https://www.airbnb.com/rooms/253803
253806,Studio Loft,417504,263,Greenpoint,4,Entire home/apt,Brooklyn,3,365,90,2,4.79,46,0,https://www.airbnb.com/rooms/253806
253811,Studio Loft,417504,263,Greenpoint,4,Entire home/apt,Brooklyn,3,180,90,2,4.77,53,9,https://www.airbnb.com/rooms/253811
253815,Studio Loft,417504,263,Greenpoint,4,Entire home/apt,Brooklyn,3,365,87,0,4.89,56,2,https://www.airbnb.com/rooms/253815
253828,Duplex w/ Terrace @ Box House Hotel,417504,349,Greenpoint,4,Private room,Brooklyn,30,365,0,2,5,8,0,https://www.airbnb.com/rooms/253828
253839,Loft w/ Terrace @ Box House Hotel,417504,349,Greenpoint,4,Private room,Brooklyn,30,365,0,2,5,4,0,https://www.airbnb.com/rooms/253839
253846,Superior @ Box House,417504,179,Greenpoint,2,Hotel room,Brooklyn,3,1125,0,1,4.69,13,6,https://www.airbnb.com/rooms/253846
254168,2 BR Duplex @ Box House Hotel,417504,599,Greenpoint,6,Private room,Brooklyn,30,365,0,3,5,7,0,https://www.airbnb.com/rooms/254168
255476,Vegan & Vaccinated Wburg Share! 2b/ba w Priv Deck!,1302029,66,Williamsburg,1,Private room,Brooklyn,30,1125,1,2,4.91,32,1,https://www.airbnb.com/rooms/255476
255601,Cozy 2 Bedroom 20 Min from City,1343630,170,Bedford-Stuyvesant,5,Entire home/apt,Brooklyn,120,365,89,2,4.51,212,0,https://www.airbnb.com/rooms/255601
257097,Sunny! 2br Steps to train/restaurants - 15 to NYC,315401,131,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,30,120,0,2,4.86,36,1,https://www.airbnb.com/rooms/257097
262478,Chic + Stylish room in heart of LowerEastSide NYC!,535128,120,Lower East Side,2,Private room,Manhattan,30,40,89,1,4.91,11,0,https://www.airbnb.com/rooms/262478
262583,Landmark 2 Bedroom West Village NYC,605463,247,West Village,4,Entire home/apt,Manhattan,4,400,9,2,4.45,199,21,https://www.airbnb.com/rooms/262583
263005,2 bedroom apt in charming brick townhouse,1380060,145,Fort Greene,4,Entire home/apt,Brooklyn,30,120,57,3,4.64,121,5,https://www.airbnb.com/rooms/263005
263502,Prime Williamsburg 1/BD New Condo,1382749,185,Williamsburg,2,Entire home/apt,Brooklyn,180,360,90,1,4.96,24,0,https://www.airbnb.com/rooms/263502
263888,Contemporary & Classic Sanctuary on the Hudson,1384559,201,Upper West Side,3,Entire home/apt,Manhattan,2,30,8,2,4.99,182,37,https://www.airbnb.com/rooms/263888
265036,Private room w/ queen bed + rooftop,21188,150,Crown Heights,2,Private room,Brooklyn,30,90,90,1,5,25,0,https://www.airbnb.com/rooms/265036
266146,Beautiful studio by Central Park,1385157,119,Upper West Side,3,Entire home/apt,Manhattan,30,1125,9,2,4.48,39,2,https://www.airbnb.com/rooms/266146
266155,One bed suite with private garden,1385157,184,Upper West Side,4,Entire home/apt,Manhattan,30,720,6,2,4.65,20,1,https://www.airbnb.com/rooms/266155
266449,2 Bedroom Gem - Prime LES Location,1397115,195,Lower East Side,4,Entire home/apt,Manhattan,13,220,0,2,4.56,74,1,https://www.airbnb.com/rooms/266449
267376,Spacious Room in a Loft -Historic South St Seaport,638721,62,Financial District,1,Private room,Manhattan,30,300,4,1,5,9,6,https://www.airbnb.com/rooms/267376
268335,Modern  Condo w/Luxury Amenities by McCarren Park,65610,125,Williamsburg,2,Entire home/apt,Brooklyn,60,365,0,1,5,1,1,https://www.airbnb.com/rooms/268335
269283,Brooklyn: A Huge Bedroom + Good Vibes,1410714,38,Crown Heights,2,Private room,Brooklyn,30,31,29,1,4.82,30,2,https://www.airbnb.com/rooms/269283
269404,"Master Bedroom Avaliable, Astoria",1411399,119,Astoria,2,Private room,Queens,30,760,90,1,4.71,19,0,https://www.airbnb.com/rooms/269404
269889,One stop from Midtown Manhattan!,1413098,91,Long Island City,2,Private room,Queens,3,60,29,1,4.91,272,6,https://www.airbnb.com/rooms/269889
270231,Cozy New York  City private room,1366310,150,Woodside,2,Private room,Queens,30,30,90,2,4.79,285,0,https://www.airbnb.com/rooms/270231
270315,Bed-stuy Royal Room,1398639,40,Bedford-Stuyvesant,1,Private room,Brooklyn,30,100,10,1,4.76,18,0,https://www.airbnb.com/rooms/270315
270345,DESIGNER EAST VILLAGE APARTMENT,1415590,250,East Village,4,Entire home/apt,Manhattan,6,12,0,1,4.77,31,1,https://www.airbnb.com/rooms/270345
272026,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,69,Washington Heights,2,Entire home/apt,Manhattan,85,365,21,2,4.29,21,0,https://www.airbnb.com/rooms/272026
272044,Luxury Designer Home Downtown Manhattan,1195295,299,Lower East Side,2,Entire home/apt,Manhattan,3,330,78,1,4.78,64,14,https://www.airbnb.com/rooms/272044
273190,6 Bedroom Landmark West Village Townhouse,605463,900,West Village,12,Entire home/apt,Manhattan,5,365,7,6,4.58,28,0,https://www.airbnb.com/rooms/273190
274329,Fantastic 1-bedroom basement apt.,1434654,69,Ridgewood,4,Entire home/apt,Queens,30,1125,31,1,4.4,137,1,https://www.airbnb.com/rooms/274329
